price,yr_built
315000,1960
467500,1918
330000,1959
665000,1910
760000,2013
469000,2014
408000,2000
851000,1971
410000,2007
235000,1943
207100,1916
560000,1959
903000,1984
998500,1905
268500,1959
494950,1970
1.13E+06,1999
250000,1942
449000,1971
1.23E+06,1964
325000,1966
506000,1957
751000,2003
280000,1993
1.12E+06,1988
580000,1980
665000,1963
450000,1999
389900,1942
427000,1962
265000,1983
398000,1998
354000,1941
339950,1999
399000,1948
325000,1983
998800,1955
350000,1914
1.00E+06,1967
561000,2005
245000,1926
570000,1926
845000,1931
314500,1996
650000,1981
298000,1907
500000,1904
870000,1998
299000,1942
527000,1979
420000,1966
290000,1991
1.66E+06,1951
499990,1977
315000,1943
425000,1981
630000,1987
365000,1971
774000,1901
368888,1950
339500,1994
344950,1956
450000,1952
814950,2014
299900,2003
315000,1967
880000,1970
195000,1977
910000,2001
540000,2002
306000,2005
272000,1978
1.30E+06,1950
450000,1970
450000,1993
310000,1965
530000,1954
435000,1979
485000,1948
690000,1922
305000,2008
300000,1975
289950,1993
575000,1990
1.82E+06,1993
219000,1962
265000,1948
1.11E+06,2006
200000,1943
545000,1959
378000,1991
388000,1922
425000,1959
536000,2009
1.18E+06,1937
629950,2014
465000,1955
545000,1969
592000,1979
446000,1957
375000,2004
632500,2003
459950,1974
485000,1989
255000,1965
251750,1975
725000,2001
460000,2005
625000,1981
530000,1973
394950,2002
324950,1959
330000,2003
220000,1986
685000,1980
500000,1972
368000,1965
825000,1990
660000,1900
253000,1971
392500,1953
605000,1978
215000,1969
650000,1985
877500,1922
232500,1961
234000,2003
380000,1970
420000,1983
399950,1978
256750,1969
535000,1984
515000,1979
770000,1953
256000,1996
489900,1940
165000,1978
220000,1962
575000,1991
375000,2004
422250,1977
420000,1981
608000,1993
620000,1921
850000,1983
463000,1974
750000,1954
1.07E+06,1989
290000,1986
525000,1947
319000,1986
592500,1980
350000,1977
454900,1973
272000,1992
357500,1961
285000,1954
280000,1994
477000,1928
750000,1982
595000,1907
525000,2001
319000,1966
225000,1986
485000,1958
341000,1908
674000,2014
442250,2003
591000,1977
276000,1998
394000,1988
355000,2001
260000,1963
300000,1987
310000,1987
209000,1976
344950,1985
230000,1951
336950,1978
700000,1948
230000,1987
443500,1994
471000,1994
595000,1962
470000,1929
600000,1975
1.38E+06,1997
427800,1985
445000,1965
382000,1953
577000,1989
427000,1990
255000,1962
240000,1961
1.23E+06,1939
435000,1955
1.45E+06,1949
425000,2002
393000,1923
264950,1959
746500,1987
450000,1956
229950,1983
425000,1933
2.56E+06,1923
1.40E+06,1993
753000,1984
310000,1943
395000,1949
725000,1985
295000,1964
225000,1967
1.70E+06,2001
431000,1979
358500,1998
595000,1907
468000,2000
260000,1962
375000,1955
295000,2003
403900,1986
269950,1956
640000,1998
221000,1966
255000,1987
300000,2008
270000,1973
575000,1947
246900,1968
635000,2006
450000,1900
215000,1968
785000,2004
522500,1977
150000,1978
199950,1946
3.00E+06,1989
379900,1999
950000,2006
865000,1909
785000,1961
245700,1968
951000,1961
499950,1951
257000,1989
549000,1900
1.60E+06,1980
1.40E+06,1983
619000,1927
311000,1993
600000,1960
1.08E+06,2008
436000,1949
205000,1941
514000,1962
530000,2006
511000,2006
2.10E+06,1962
370000,2005
500000,1943
710000,1998
270000,1911
415000,1959
1.80E+06,2003
236000,1967
278000,2004
312000,1954
539000,1954
498000,1983
857000,1991
780000,1978
650000,1938
559500,1973
219950,1948
671500,1977
813000,1999
182000,1965
203700,1913
740000,1902
230000,1942
128000,1955
345000,1952
663000,2005
329950,1983
1.05E+06,1999
402300,1926
492000,1922
448000,2006
273000,1955
335000,1948
695000,1927
279000,1948
485000,1929
383000,1966
490000,1995
240000,1990
285000,1943
524950,1977
729000,1985
460000,1960
687500,1904
1.17E+06,1972
825000,1979
314950,2003
470000,1956
500000,1958
313000,1925
445000,1926
300000,1967
619500,1912
305000,1983
874000,2007
477500,1991
700000,1926
515000,2005
590000,1991
205000,1981
310000,1987
442500,1987
1.08E+06,2000
530000,1980
343500,1950
334900,1911
544300,1969
370000,2001
245000,1994
535000,1928
202000,1946
490000,1938
651500,1929
270000,1961
1.16E+06,1999
289000,2007
240000,1977
790000,1940
350000,1995
246950,2006
400000,1952
533000,2003
198400,1962
495000,2007
862000,1990
870000,1990
875000,1966
317000,1979
325000,1991
615000,1907
334950,1992
775000,1989
600000,1967
565000,1931
292500,1942
825000,1968
495000,2000
525000,1941
438600,1910
507000,1984
275900,1967
1.17E+06,2000
275000,1957
355000,1923
233000,1968
666000,1918
317500,1979
420000,1989
290000,1942
320000,1952
650000,2004
325000,1967
165000,1917
500000,1961
443000,1964
213400,1963
480000,1964
275000,1978
299880,2000
499950,2014
1.71E+06,1972
550000,1960
300000,2003
920000,1948
2.30E+06,2001
620000,1928
253500,1959
978000,1926
387500,1979
325000,1948
568000,2008
525000,1996
560000,1996
394000,2008
484950,1916
1.30E+06,1956
315000,1999
590000,1993
106000,1947
751000,1994
474000,1908
189000,1927
440500,2002
1.02E+06,1979
589000,2010
273000,1986
950000,1962
277700,1967
299900,1984
235000,1959
464000,1952
281000,1988
320000,1951
282000,1997
745000,1972
245000,1980
250000,1980
470000,2005
216650,2007
440000,1975
590000,1989
935000,1975
848000,2000
827500,2000
1.13E+06,1919
630000,2011
340000,1962
570000,1968
2.75E+06,1993
514500,1976
360000,1940
228900,1943
660000,2008
647000,2000
366000,1976
354000,1962
850000,1937
496700,1989
300000,1965
390000,1961
350000,1985
561000,1985
475000,1954
275000,2007
290000,1980
199000,1993
279900,2001
1.66E+06,1940
405000,1978
615000,1977
268000,1978
451000,1955
850000,2012
1.18E+06,1968
245000,1941
450000,1912
370350,2002
543000,2004
265000,1942
497000,2001
419000,1979
545800,1989
403000,1977
195000,1959
1.13E+06,1925
255000,1977
500000,1951
855000,1960
390000,1920
339000,1956
1.33E+06,1905
429900,1962
370900,1975
457500,1952
499000,1999
225000,1947
615000,1950
455000,2001
458000,1940
580000,1974
966000,2008
240000,1954
229050,1949
328500,2004
319000,1964
650000,1945
398500,1996
250000,1931
815000,1968
1.07E+06,1995
510000,1981
156000,1947
254500,1998
760000,1960
210000,1994
349950,1991
676000,1942
475000,2006
880000,1931
1.21E+06,1997
420000,1958
607000,1951
475000,1981
395000,1916
650000,1954
625000,1966
849000,1995
429950,1951
825000,2002
505000,1916
265000,2008
283000,1954
560000,1979
765000,1987
610000,1975
589000,1996
192500,1900
3.20E+06,1995
550000,1940
460000,1928
264500,1962
339000,1947
950000,1992
677500,1956
690000,1999
312000,1984
840000,1966
357500,2004
675000,1940
515000,1988
491234,2014
290000,1988
490000,1975
810000,1964
252000,1956
299999,2001
400000,1993
530000,1925
357000,1955
365000,1939
804000,2005
808250,1914
360000,1994
240000,1987
335000,1988
380000,1953
350000,1940
194000,1964
310000,1936
315000,1980
258950,1985
479000,2004
510000,1966
400000,1967
1.45E+06,2004
680000,1913
1.75E+06,1906
335000,1967
460000,1978
440000,1966
412250,2006
185000,1985
286500,1975
422000,2002
408000,1985
306500,1949
359900,2005
560000,2002
259875,1970
385000,1970
188000,1945
1.14E+06,1926
255000,1927
1.19E+06,1976
635200,1921
355000,1956
544000,1998
402000,1998
575000,1910
216000,1977
1.20E+06,2004
850000,1923
238000,2004
625000,1912
1.11E+06,1997
820000,1995
355000,1974
495000,1960
1.30E+06,1991
398750,1954
835000,2006
705000,1967
625000,1900
550000,1990
540000,1940
519000,1920
311000,1996
305000,1968
395000,1963
275000,1969
450000,2003
324000,1955
2.80E+06,1928
565000,1906
373000,1960
613000,1927
614000,1981
595000,1964
440000,1983
425000,1954
407000,1912
472000,1955
472000,2010
1.25E+06,1959
412000,1945
717000,1959
425000,1959
299999,1944
254000,1992
178500,1961
800000,1910
420000,1922
319900,1940
350000,1944
968000,1959
491000,2000
948000,2002
900000,1925
270000,1977
198000,1980
250000,1953
615000,2004
550000,1988
190000,1987
629000,1984
434000,1955
415885,1964
550000,1926
272000,1991
665000,1988
510000,1971
530000,1965
355000,1970
255000,1955
790000,1990
695000,1952
255000,1954
410000,1985
650000,1940
675000,1913
332888,2007
300000,1976
320000,1954
342500,1963
752875,1992
1.73E+06,2008
255000,1910
244000,1991
1.42E+06,2006
218000,1956
359000,1950
840000,2003
900000,1985
205000,1972
205000,1993
500000,1951
510000,2001
1.14E+06,2002
1.55E+06,1908
210000,1953
597500,1981
400000,1932
412000,1952
299950,2005
1.08E+06,1922
422500,1990
410000,1968
1.40E+06,1900
245000,1974
720000,1990
315000,1935
191950,1987
455000,2005
523000,1931
250000,1918
294000,1929
490000,1961
310000,1971
265000,1961
402000,1968
705000,2007
589450,2005
219950,1964
750000,1975
478000,1904
170000,1958
489950,1986
1.37E+06,1936
319950,1996
208417,1938
410000,1914
590000,1969
648000,1961
255000,1998
465000,2004
622000,1958
306000,1991
617000,1947
438750,1947
1.28E+06,1930
995000,1979
1.58E+06,1948
635000,1911
215000,1970
530000,2003
295000,1943
245000,1981
400000,1967
303000,1993
330000,1970
700000,1980
126000,1922
850000,1955
405000,1965
869900,1987
485000,1951
400000,2004
299950,2011
585000,1994
495000,1938
2.20E+06,2006
447000,1984
206000,1968
500000,1930
302500,1994
1.25E+06,1982
391000,1946
250000,1986
435000,2003
160000,1962
451000,2003
206000,1944
590000,1940
695000,1986
350000,1954
1.24E+06,2001
395000,1970
419000,1999
592350,2006
855000,2003
771000,1991
325000,1967
1.85E+06,1925
545000,1953
615000,1927
625500,1953
232000,1966
168000,1963
238000,1963
260000,1998
460000,1951
900000,1952
289950,1947
265000,1991
465000,1977
370000,1971
240000,1941
232000,1943
237502,1951
1.28E+06,2008
957000,1966
218000,1970
205000,1968
350000,2006
256000,2002
275000,1952
372000,1990
688888,1978
170000,1976
530000,1962
905000,2006
365000,1979
312000,1981
400000,1922
278750,1936
510000,1965
527700,2009
740000,1931
512000,1996
362000,2001
225000,1940
491500,1985
429950,1959
375000,1955
199400,1916
364900,1996
324950,1941
467000,1909
380000,1954
250000,1966
700000,1921
206990,1976
670000,1928
315000,1955
319950,1985
419000,1958
205000,1989
335000,2004
397000,1953
370000,1908
330000,1969
1.79E+06,1996
399000,1978
400000,1972
249900,1994
717000,1956
319000,1995
635000,1972
355000,1977
1.60E+06,1990
585000,1951
320000,1960
305495,1966
240000,1960
199950,1959
1.62E+06,2005
770000,1930
255000,2002
289000,1974
494500,2002
746000,1973
385000,1978
688100,1987
870300,1910
310000,1956
500000,1999
255000,1977
1.48E+06,1949
154500,1957
425000,1974
700000,1988
410500,1916
432000,1969
530000,1914
465000,1967
498688,1989
573500,1952
349900,1994
220000,1958
260000,1918
290000,1918
615000,1930
730000,2001
1.95E+06,2002
332500,1995
650000,1990
1.40E+06,2002
465000,1915
690000,1990
289900,1966
1.62E+06,2009
339950,1999
367999,1972
380000,1994
440000,1953
975000,1977
309500,1968
350000,1948
215000,2005
254000,1943
567000,1908
402000,1943
365000,1948
625000,2014
432000,1942
335500,1968
672500,1956
336000,1919
294400,1990
541900,1988
505000,1977
255000,1994
435000,1964
636000,1925
655000,2004
280500,1953
520000,1946
354000,2005
810000,1975
400000,1979
879900,1979
1.29E+06,1980
902500,1992
900000,1902
419500,2003
685000,1953
429950,2004
464950,2011
239900,1983
406250,1990
447000,1997
466800,1996
674000,1962
525000,1924
674950,1990
374900,2004
1.44E+06,1905
559500,1984
522500,2003
1.13E+06,1988
498500,1996
571000,1930
543000,1992
271920,1985
104950,1949
485500,1999
1.21E+06,1951
260250,1993
875909,1996
455000,1959
309000,1918
229000,1979
250000,1953
600000,1960
535000,2004
571000,2001
1.03E+06,1976
600000,1995
469500,1977
1.15E+06,2001
785000,1925
872750,1991
900000,1955
350000,2002
2.58E+06,1975
940000,1980
185000,1955
850000,1996
201000,1963
499000,1980
315000,2002
509950,1993
286300,1964
590000,1997
325000,1948
625000,1997
378000,1947
239950,1978
550000,1924
325000,1903
831000,1926
249000,1950
484000,1976
395000,2002
839900,2002
760000,1998
750000,1927
3.00E+06,1927
440000,2004
501000,1962
739000,1978
685650,1958
1.01E+06,1985
980000,1929
275000,1968
319950,1976
448500,1985
437000,1913
330000,1966
365000,1990
329000,1916
681500,1964
566000,1980
897500,1984
738000,1995
185000,1968
445000,1936
175000,1957
315000,1941
445000,1959
1.40E+06,1964
832500,1987
771150,2001
225000,1939
389950,2003
435000,2004
845000,1929
1.30E+06,1924
350000,2005
250000,1983
370000,2007
750000,2008
439950,1906
395000,1962
375000,1947
263000,1991
185000,1959
500000,1974
920000,1993
936000,2001
1.50E+06,1952
1.10E+06,1948
247000,1990
289500,1947
432500,2002
680000,1920
589000,1932
756450,1914
536650,1975
540000,1994
385000,1960
485000,1941
240000,1980
415500,1980
550000,1915
1.26E+06,1900
430000,1990
415000,1953
365000,1999
257000,1975
420000,2005
338995,1943
615000,1948
312500,1996
513000,1996
857500,1952
1.06E+06,1977
585000,1958
350500,2003
215000,1947
440000,1962
270000,1985
385000,1924
688500,1927
700000,1912
585000,1960
401000,1983
655000,1972
317000,1959
500000,1970
314963,1943
715000,1925
280000,1992
531000,1988
617000,1998
440000,1940
140000,1955
661000,1973
697000,1973
1.20E+06,1969
535000,1969
404500,1910
396500,1954
450000,1977
605000,1988
699000,1999
805000,1985
156000,1947
595000,1984
285000,1929
725000,2007
216300,1985
410000,1983
597000,1916
325000,1977
355000,1966
338000,1961
210000,1999
423000,1967
249500,1977
325000,2002
257000,1987
550000,1978
490000,1920
299000,1983
295000,1960
630000,1978
320000,1962
1.11E+06,1959
398000,1953
218000,1956
590000,1988
1.60E+06,1982
348500,2007
592500,2006
505000,1995
1.43E+06,2014
502000,1921
257500,1940
405000,1966
427000,1959
290000,1955
222000,1954
315000,2002
371000,1959
279900,1988
250000,1938
599000,1977
267300,1964
585000,1949
350000,1969
506000,1961
400000,1962
151100,1921
251000,1921
555000,1977
467500,1997
479000,1996
247000,1962
299500,1977
306888,1980
675000,2001
577000,1947
219950,1967
375000,1940
650000,1942
975000,1900
229000,1920
575000,1926
815000,1962
525000,1979
471000,2001
450000,1942
590000,1926
744000,2004
460000,1986
299000,1960
231000,1940
195000,1975
305000,1979
895000,1916
1.11E+06,1950
339000,1941
885000,1924
375000,1944
367400,1958
700000,1953
667000,1966
200000,1906
552775,1971
452000,1900
418000,1978
601500,1968
600000,1976
340000,1998
310000,1994
290000,1972
438000,1941
718000,1939
200000,1949
479900,1994
400000,1987
219950,1957
300000,2000
437000,1959
350000,1971
626000,1954
490000,1978
289000,2002
595000,2008
676000,1989
389000,1980
240000,1983
382500,1993
511555,1963
710500,1917
429000,1985
170000,1962
2.14E+06,1975
480000,1979
1.67E+06,1993
225000,1947
615000,1975
438950,1991
242000,1962
560000,1989
857500,1928
685000,1999
486000,1977
749000,1987
260000,1986
1.02E+06,1930
565000,1942
355000,1991
775000,1970
335000,1963
1.30E+06,1937
545000,1903
540000,1926
687500,1962
115000,1962
227000,1962
870000,2003
1.19E+06,1984
375000,2006
902000,1960
269500,1978
570000,1909
359950,1939
1.45E+06,2008
615000,2001
250000,1960
530000,2002
474950,1987
490000,1947
210000,2007
265500,1957
1.46E+06,2008
310000,2006
324500,2003
599000,1962
525000,2005
400000,1953
887500,1951
344000,1932
525000,1991
385000,1975
820000,1999
1.31E+06,2006
549000,1985
180000,1929
589000,1998
350000,1948
197400,1965
267000,1986
480000,1977
650000,1959
600000,1905
490000,2005
225000,1962
640000,1959
710000,2000
325000,1986
595000,1985
128750,1950
465000,1961
710000,1937
605000,1917
994000,1963
489950,1983
365000,1950
359950,1998
495000,2006
255000,1973
330000,1961
450000,1971
655000,2005
485000,1969
375000,1974
570000,2003
350000,1998
550000,1951
513000,1965
450000,1965
432500,1901
432000,1989
480000,1983
402200,1980
650000,1951
1.20E+06,1984
312000,1977
610000,1916
823000,1915
471000,1925
481015,1987
1.96E+06,1988
624000,1980
480000,1970
815000,1955
1.65E+06,1966
180000,1940
156601,1984
374950,2004
368000,1908
550000,1950
198000,1980
345000,1968
1.71E+06,1959
185900,1909
950000,1978
995000,1998
345000,1940
741000,1962
737000,2007
668750,1964
575000,1974
280000,1976
583000,1955
196000,1966
349950,1994
429000,1912
270000,1967
385000,1969
535000,1906
352500,1958
624000,1922
215000,1962
870000,1980
440000,2006
518000,2001
259500,1993
795127,1993
290000,1955
385000,1957
259950,1948
330000,1999
280000,1948
595000,1987
925900,2001
499000,1978
325000,1993
895000,1953
162248,1944
1.07E+06,1941
430000,1958
615500,1958
260000,1949
295000,1973
1.19E+06,1951
749950,2008
175000,1931
415000,1931
190000,1953
625000,1912
420000,1995
339900,1965
160000,1980
353000,2002
390000,1982
675000,1971
400000,2006
1.34E+06,2003
1.65E+06,1951
1.00E+06,1912
850000,1972
275000,1983
450000,2000
305000,1957
643002,1929
468000,1978
324950,2004
290000,1987
488500,1981
367950,1950
285000,1956
417000,1991
1.12E+06,1978
1.55E+06,1978
604000,1995
380000,1986
336500,2003
685000,1900
4.21E+06,2003
670000,1946
524000,1910
172000,1968
680000,1911
549900,1987
357000,1988
107000,1973
232900,1973
800000,1926
248500,1999
670000,1956
207000,1958
164000,1961
570500,1954
599990,1978
395000,1961
979500,2000
207000,1928
237000,1928
650100,1973
385000,1963
335000,1958
347000,1996
204000,1954
615000,1971
943500,1980
560000,1941
547500,1975
359500,1968
660000,1987
258000,1988
355000,1980
253500,1948
422500,1969
239000,1986
628000,1984
352000,2004
311600,2007
235000,1964
870000,1968
190848,1970
570000,1924
661254,1940
575000,1955
230000,1931
680000,1980
148000,1939
244900,1939
214950,1954
580000,1947
263000,1968
317000,1962
302000,1963
899000,1949
1.29E+06,1956
710000,1990
230000,1980
430000,1941
1.17E+06,2004
397000,1927
595000,2003
485000,1976
755000,1950
185000,1953
340000,1953
236000,1997
550000,1992
680000,1925
630000,1997
560000,1971
385000,1943
280000,2007
225000,1979
610000,1990
592500,1947
750000,1992
164000,1977
320000,1947
544000,1994
344950,1978
539500,1990
420000,1968
305000,1926
229000,1955
1.07E+06,2001
397500,2005
540000,1928
650000,1985
1.90E+06,1942
649000,2005
287500,1936
815000,1949
795000,2001
502775,1976
222900,1944
399950,1969
728000,1994
850000,1994
525000,1998
257000,1910
433500,2009
314950,1969
500000,1977
300000,1956
645000,1985
222500,1972
275000,1976
498000,1909
800000,1958
297000,1994
625000,1997
770000,2003
517000,1930
238000,1941
234550,1946
230500,1973
585000,1920
733000,1924
357950,1952
530000,1927
377500,1999
475000,2006
399000,2008
660000,1926
400000,1958
440000,1944
366400,1977
627250,1993
375950,1920
162000,1978
780000,1924
705000,1905
450000,1972
311000,1981
485000,1985
485000,1987
725000,1963
185000,1975
1.89E+06,2013
260000,1990
356000,2004
225205,1977
445000,1949
356000,1914
760250,1953
572000,2005
970000,1930
348450,1994
535500,1983
710000,1956
745000,1947
355000,1996
333000,2004
282000,1993
840500,1906
432000,1959
625000,1927
209977,1948
174000,1979
740000,1977
518000,1909
539000,1915
575000,1978
530000,2010
242025,1935
1.03E+06,1962
230000,1978
350000,1965
595000,1958
440000,1983
550000,1904
940000,1963
375000,2007
567500,1939
735000,1968
114000,1928
608000,1913
442500,1980
381800,1981
330000,1919
90000,1973
312000,1941
339000,1955
313000,1967
618080,1988
325000,1979
242000,1966
364000,1978
545000,1925
445000,1988
1.09E+06,1980
660000,1964
845000,1989
417000,1907
213800,1952
400000,1946
759950,2005
990000,2003
710000,1963
315000,1910
515000,1977
638000,1922
370000,1946
184000,1968
583800,2002
309500,1968
1.96E+06,1998
299000,1923
215000,1943
410000,1961
478000,1939
431000,1918
635000,1997
648000,1973
640000,1993
932808,1995
835000,2002
469775,1942
587000,1989
677915,1923
1.08E+06,1976
671000,1953
695000,2007
205000,1944
350000,1955
360000,1980
313999,2008
300000,1979
452000,1981
495500,1978
288000,1961
227490,1967
470950,1989
735000,2010
730000,1914
412000,1985
589500,2008
291000,1962
1.30E+06,2010
190000,1961
456200,1904
225000,1966
2.00E+06,1968
740000,1997
467000,1948
385000,1946
670000,1985
500000,1959
352450,1945
669888,1989
405000,1957
518000,1956
280000,1974
435000,2005
314950,1996
209900,2005
630000,1980
442000,1962
340000,1944
230000,1957
495200,1955
900000,1998
265000,1917
489500,1977
335000,1985
585000,1990
800000,1950
379500,1985
475000,1959
520000,1961
515000,2001
577500,1926
269900,1963
329000,1964
458500,1905
890000,1947
361500,2003
2.54E+06,1963
325000,1984
1.85E+06,2014
945000,1952
370000,2005
320000,1999
450000,2006
800000,1994
676000,1995
1.27E+06,1921
290000,1972
158000,1962
379950,1960
583000,2001
150000,1957
261500,1990
278000,2004
555000,1977
355000,1958
375000,1958
227000,1918
335000,1969
680000,1975
686500,1928
410000,1988
425000,1921
562500,1988
345000,2003
627500,1979
355000,1962
335000,1986
350000,1953
590000,1978
252000,1990
1.30E+06,1968
705000,1947
498000,1968
312500,1948
260000,1962
209950,1967
610000,1967
500000,1906
850000,1928
689000,1961
470000,1974
640000,2002
290000,1960
258500,1983
1.10E+06,1977
420000,1977
230000,1955
252000,1986
515000,2003
425000,1905
575000,1994
390000,1909
561500,1968
1.35E+06,1926
835000,1955
245000,1933
475200,2000
425000,1941
218000,1952
600000,1999
545000,1967
2.41E+06,1918
460000,1992
425000,1950
455000,1955
313100,1994
780000,1987
345500,1999
243000,1975
670000,1973
325000,1983
281000,1951
130000,1913
340000,1995
485000,1977
642860,2014
747000,1911
559950,1979
577288,2008
575000,1920
287000,1953
1.15E+06,2012
335000,1945
375000,1966
325000,1926
530000,1976
287000,1977
320000,1979
425000,2006
550000,1954
135000,1961
695000,1924
975000,1977
210000,1950
518000,1951
335500,1930
750000,1984
515000,1956
344500,2002
470000,1958
606150,1967
292000,1998
450000,1979
429000,1957
765000,1988
425000,1905
505000,2000
544950,1957
382000,1936
475000,1978
355000,1982
410000,1972
450000,1900
565000,1978
529100,1941
452500,2006
245000,1967
415000,1954
610000,1990
363500,1962
510000,1969
650000,1996
290000,1973
170000,1944
510000,1900
2.28E+06,1999
316000,1987
690000,1989
199950,1952
207000,1960
449950,1976
361550,1980
824000,1996
537000,1957
838400,1974
225000,1947
329900,1982
282500,1942
229950,1969
500000,1947
495000,1967
149500,1959
726000,1974
899000,1998
317000,1955
395000,1953
360000,1999
570000,1996
320000,2003
320000,1976
268000,2004
191000,1905
400000,1949
515000,1907
610000,2004
538000,1929
432000,2003
335000,1978
302000,1926
787500,1963
420000,1937
560000,1991
535000,1989
310000,1990
760000,1910
242500,2005
1.31E+06,1911
235000,1949
598780,1963
433200,2002
343000,1942
145000,1964
291970,1952
599950,1949
1.75E+06,1908
870000,1964
323000,1992
727000,2001
166000,1988
450000,1961
400000,1967
599000,1967
165000,1908
229000,1941
305000,1946
930000,2001
542000,1964
214000,1900
718000,2001
349000,2002
305000,1997
498000,1900
799950,1993
737000,1997
860000,2001
339950,1984
249000,1982
370000,1910
725000,1964
529000,1976
310000,1988
315000,1981
1.30E+06,1927
435000,1964
350000,1979
240000,1948
410000,1987
430000,2003
446000,1974
240000,1984
595000,1970
215150,1969
319950,1949
385000,2000
280000,1991
399950,1974
132500,1967
399950,1916
290000,1948
860000,1958
3.10E+06,1999
245000,1948
255000,1956
310000,1976
299000,1955
575000,1996
284000,1944
840000,1926
442573,1980
560000,1931
485000,1917
472500,1961
1.61E+06,1996
808000,1987
398000,1950
340000,2003
380000,1910
235000,1948
400000,1956
582000,1968
209000,1962
335000,1962
285950,1942
645000,1975
312000,1916
663000,1967
443950,1946
315000,1981
302200,1964
770000,1979
374950,1974
330000,1989
230000,1942
967000,2010
536500,2000
315000,1993
626000,1924
334009,1960
429000,1924
818000,1987
326000,2013
310000,1997
525000,1947
350000,1986
936000,2001
226000,1954
1.25E+06,2008
428000,1985
329932,1971
539000,1971
275000,1977
590000,1993
782000,1997
575000,1985
509000,1996
290000,1968
305240,1956
555000,1930
317000,1980
430000,1971
850000,1962
469000,1976
327200,1942
835000,1977
360000,1990
372000,1999
453000,1968
275000,1931
475000,1963
310000,1986
173000,1957
313500,1985
345000,2007
436000,1955
244500,1939
206000,1968
890000,2005
329950,1986
250000,1996
246000,1949
440000,1979
395000,1975
305000,1918
160000,1985
269000,1985
169500,1962
690500,2014
245560,1957
345000,1987
383000,1958
388500,2007
250000,1985
455500,1973
672000,1954
550000,1958
487000,1959
291375,2001
225000,1946
519950,1974
250000,1990
614950,1900
599500,1984
625000,1952
248500,1958
469950,1921
525000,1970
787500,1949
485000,2005
310000,1919
280000,1966
200000,1922
490000,2006
146000,1969
500000,1986
242500,1959
324950,1959
231500,1943
300000,1989
545000,1997
350000,1955
467100,1973
180000,1959
749000,1920
245000,1989
260000,1962
490000,1985
565000,2003
330000,1983
295000,1963
725000,1903
1.14E+06,1999
680000,1956
490000,1947
635000,1926
750000,1979
330000,1983
270000,2007
340000,1997
413252,1951
600000,2007
726888,1999
285000,1943
365000,1929
295000,1964
460000,1969
230000,1947
337000,1951
300000,1957
2.30E+06,1962
360000,2003
585000,1987
182700,1978
305000,1978
309950,1994
550000,1972
825000,1985
998500,1914
644500,2004
320000,1968
266950,2005
633100,1993
395000,1951
259250,1947
300000,1968
413000,1977
435000,1958
500000,1976
402000,1953
777700,1995
580000,1938
570000,1986
174950,1950
300000,1913
435000,1950
840000,2000
469000,1966
870000,1907
532000,1979
455000,1955
201000,1961
649000,1991
445500,1941
475000,1984
590000,1992
565000,1935
110000,1920
375000,1974
255000,1967
315000,1937
496600,1961
380000,1944
338950,1974
542500,1989
739000,1913
549000,1906
252000,1977
1.70E+06,2004
735000,1909
270000,1978
2.25E+06,1951
155000,1990
469000,1961
305000,1965
675000,1924
931000,1929
385000,1950
815000,2001
531000,1979
386500,1901
475580,1983
358000,1939
677500,1918
868500,2008
599380,1967
712000,1979
350000,1955
875000,1921
365000,1988
452000,1945
915000,1957
482500,2005
425000,1949
460000,1916
666570,1913
390000,1980
650000,1966
305000,1993
250000,1949
438800,2004
290000,1943
324950,1929
453000,1991
556000,1929
315000,1971
445830,2003
1.26E+06,1991
287200,1992
525000,1945
1.14E+06,2003
381000,1967
360000,1953
619000,2004
535000,1976
402000,1905
600000,1992
549950,1974
300000,1955
360000,1969
419000,1986
510000,2009
319950,1991
1.18E+06,1998
381000,2003
256900,1992
346000,1964
465000,2009
545000,1973
516000,1925
550000,1968
339950,1990
417000,1953
906000,1951
980000,1973
555000,2001
468000,1986
378000,1981
430000,1962
730100,2003
219000,1961
570000,1990
262500,1979
525000,2003
520000,1919
417400,1970
788000,2003
320000,1956
950000,1920
255000,1955
260000,1989
394000,1923
575000,1996
1.25E+06,1923
385000,1969
456000,1968
637000,1979
485000,1964
315275,1951
252500,1967
240000,1966
790000,1949
310000,1952
1.25E+06,1985
425000,1942
548000,2001
379880,1986
530000,1988
695000,1977
435000,1928
540000,1983
425000,1967
490000,2005
220000,1923
540000,2001
670000,1946
667500,1953
585000,2010
225000,1976
375000,1954
335000,1967
680000,2014
600000,1950
161000,1954
220000,1954
420000,1932
710000,1909
626000,1958
279500,1959
1.61E+06,1990
325000,1954
380000,1966
470000,1979
363000,1986
245000,1977
525000,1902
1.70E+06,1978
658500,1963
680000,1941
835000,1987
595000,2005
419000,2005
198900,1940
1.09E+06,1988
500000,1998
575000,1960
324950,2000
259000,1964
551000,1990
488000,1942
635000,1980
395000,1989
370000,1928
675000,1919
402000,1954
825000,1987
579000,1962
455000,1983
265000,1989
713500,1976
240000,1962
570000,2006
243800,1981
543000,1918
1.01E+06,1982
625000,1979
459950,2006
370000,1985
150000,1959
683500,1946
499950,2007
255000,1919
279000,1989
910000,2009
699000,2006
1.65E+06,1924
248000,1981
429000,1959
685000,1930
316000,1927
410000,1921
299000,1955
559000,1938
575000,1978
602000,1998
492000,1907
293500,2004
481000,1967
311100,1977
375000,1970
1.08E+06,1999
500000,1968
