price,bathrooms
355000,2.5
382500,1.75
324360,2.5
315000,1.75
426000,1
395000,2.5
212644,1
510000,3
85000,1
235000,1
295000,2.5
720001,2.5
313950,1
415000,1
305000,1.75
625000,1.5
490000,1
269950,2
2.70E+06,4
829000,3
635000,2.5
217500,1
270000,1.75
1.25E+06,3
480000,2.5
575000,1.75
426950,2.75
125000,1
208000,1
325000,2
597157,4
728725,2.5
708000,2
1.30E+06,3
405000,1
550000,2.75
451000,2.5
540500,3.75
1.03E+06,3.5
218000,1
562000,2.25
401500,2.5
196700,1
583000,1.75
309900,2.5
485000,3
465000,1
595000,2.25
254000,1
488500,2.75
260000,2.5
166000,1
440000,1.5
375000,2
529500,1
338000,1
335620,2.25
464000,2.25
354000,1
601000,3.5
285000,2.25
462500,2
350000,2.5
329000,1
312500,2.5
370000,2.5
399900,1.75
398000,1
550500,1.5
709000,2.75
402000,2.75
450000,1.5
524000,2.25
800000,2.75
185000,1
365000,1
925000,2.5
714000,1.75
495000,2
535000,2.25
880000,2.5
150000,1.5
554500,2.25
520000,1.75
839990,2.75
500000,2.5
305000,1
247800,2.5
344200,2.5
459950,2.5
229900,1.75
750000,2.25
509000,2.5
680000,1
661500,2.5
370000,1
785000,2.75
355000,1
446000,2
830000,3.5
324000,2.5
500000,2.25
745000,1
1.20E+06,2.5
385000,2.5
565000,2.25
465000,2.5
401000,3.25
385000,1.75
395000,2.5
245000,1.5
500000,2
334000,1.75
550000,1
216000,1
340500,2.5
375000,2.25
600000,2.75
375000,1.75
536500,1.75
599900,3
750000,1.5
355000,1
590000,2
680000,1
429000,2.5
581000,1
463800,1.5
2.98E+06,5.5
443000,1.75
276200,2.5
630000,3.5
570000,1.75
979700,2.25
730000,2.5
268450,2.25
490000,1.75
808000,2.5
350000,1
695000,1.75
1.23E+06,2.5
309950,1
134000,1
645500,2.5
750000,2
1.40E+06,2.5
344900,1.75
601450,3.25
575000,2
405000,1.75
518000,2.75
265000,1
180000,1
285000,2.5
433000,2.75
399000,1.75
565000,2.5
406500,1.5
420000,1.75
965000,3.5
1.38E+06,3.5
353950,2.25
847700,3.25
185000,1
269000,1.5
422800,1.75
379950,1
525000,2
810000,3.5
209950,1
439950,2
554820,2
359000,2.5
242500,1
330000,1.75
740000,2.25
630000,1
750000,1.75
695000,2.5
109000,0.5
389000,1.5
447000,1
1.20E+06,2
315000,1.75
640000,2.5
570000,2.25
495000,2.75
449500,2.75
1.08E+06,2.75
294950,1
170500,1
312000,1
350000,2.5
690000,2.5
375000,2.5
575000,2.5
646000,2.25
239950,2.5
400000,2.5
455000,1.75
240000,2
3.40E+06,4
695000,2
304950,1
650000,1.75
402500,1.75
482000,2.5
655000,2
577000,2.75
350000,2.5
415000,2.25
396400,2.5
654300,2.5
774950,2.5
855000,2
1.15E+06,2.5
330000,2.5
290000,2.25
519500,3
450000,1.75
3.12E+06,3.5
265000,1
359000,2.5
2.00E+06,3.75
1.05E+06,2.5
402500,1
450000,1.75
262500,2.25
285000,2.25
290000,2.5
752500,2.5
820000,2.75
292000,2.5
213000,1
400000,3
202000,0.75
484000,0
617450,2
250000,1
405000,1.75
325000,1
301350,3
425000,1.75
460000,1
938000,2.5
348000,1.75
435000,1
227950,1.5
425000,1
550000,2
347500,2.5
397000,1.75
410000,1.75
780000,3.5
1.35E+06,3.25
476000,2.25
390000,1.75
226500,2
495000,2
1.50E+06,3.25
385000,1
535950,2.5
910000,2.5
465000,1
495000,1.75
250000,2
1.23E+06,2.25
400000,2.25
715000,2.5
342000,2
420000,1.75
148226,1
313000,1
150000,1
150000,1
230000,1
389100,1
645000,2.25
310000,1
351358,1.75
1.70E+06,2.75
1.57E+06,3.5
850000,2
470000,2.5
770000,2.25
366000,1.75
545000,2.5
205000,1
405000,1
467000,2.5
392500,1
901000,2.75
500000,1.75
384950,2.5
1.70E+06,3.5
245000,1
1.17E+06,2.25
184500,1.5
269000,2
570000,2.5
850000,1.75
209000,1
327000,1.75
369500,1.5
440000,1.75
947500,2.25
510000,1
385000,2
370000,3
660000,1.5
729000,4.25
440000,1.75
445000,2.5
460000,1
516000,3
343888,2.5
500000,1.75
465000,1.75
302000,2.25
195000,1
640000,2.5
502000,2.5
360000,2.5
290500,2.5
248000,3
433000,2.5
480000,1
410000,1
309950,2.75
253000,2
280000,1.75
440000,1
333000,1.75
759950,2.5
345000,2.25
350000,2.5
198000,1
730000,1.75
266200,1.5
1.06E+06,2.5
95000,1
430000,1.75
650000,2.25
379900,2.5
325000,1.5
455000,2.25
392000,3.75
373000,1.75
951250,3
502000,2
362500,2
525000,1
580000,2.5
278000,2.25
422500,1
783200,2
715000,2.5
472217,2.5
244615,2.5
385000,1.75
549995,1
959900,3.75
510000,4.5
367000,1.75
375000,3
500000,2.25
489000,2.25
340000,2
562000,1.75
489950,2.5
652000,2.25
472000,3.25
333000,2.5
560000,1.5
799000,3.5
860000,2.25
449500,2.5
692500,3
925000,1.75
267500,2.25
396800,2.5
220000,1.5
892500,1.75
455500,2
743000,1.75
338000,1.5
332000,1.75
563225,1
1.15E+06,3.5
645000,1
739000,2.5
435000,2.5
995000,2.25
520000,2.75
400000,2.5
440000,1.75
440000,1.5
738000,1
250000,1.5
338150,2.25
425000,2.25
883000,2.5
510000,2
950000,1.75
435000,1
415000,1.5
439000,2.5
295832,1
285000,1.75
350000,1.5
489000,2.75
304500,2.25
288000,1.5
417000,1.75
615000,3
730000,3.5
178500,1
300000,2
415000,2.5
452500,1.75
1.01E+06,2.75
653000,2.5
715000,2.25
541000,1.75
245000,1.5
547000,1
750000,2.75
575000,2.5
216000,1.75
443000,1.75
257700,2.25
278000,1
300000,2.5
269100,2.5
402500,1
306888,1.5
795000,2.5
525000,2.5
1.05E+06,2.5
452000,1
350000,2.25
410000,2.5
595000,1.75
499000,2.5
340000,2.5
1.07E+06,3.25
460000,3
345000,2.5
280500,2.25
704000,1
545000,2.5
335000,1.5
1.33E+06,3
420000,2.75
705000,2
274900,1.75
499950,2.5
415250,1.5
222000,1
375000,2
300000,2.5
456700,1.75
925500,2.75
375000,2.5
420000,2.5
575000,2.5
335000,2
428000,2
655000,2.5
738000,3
415000,1.75
392000,1
555000,1
260000,2.5
392500,1
912000,2.5
135000,1
500000,2.75
238000,1.5
251000,2
406500,1.75
433495,2.25
265000,2.25
360000,1.75
425000,1
450000,2.75
449900,1.75
345000,2.5
612500,2
317000,1.75
585000,1.5
455000,1.75
1.04E+06,4
497000,2.25
226750,1.75
385000,2
205000,0.75
745000,2.5
371000,2.5
545000,2.5
443000,1
287000,1
194000,1
265000,1
1.14E+06,2.75
699950,3.25
433000,1
200000,1.75
289571,1.5
440000,2.75
400000,1.5
589000,2.5
850000,2.25
520000,1
555000,2.25
470000,2.5
207000,1.5
379750,2.75
709000,1.75
240000,2.5
445500,1.5
1.31E+06,2.5
210000,1.5
603000,2.5
720000,2.5
92000,1
600000,1.75
725000,2.5
409950,2.25
515000,2.5
495000,2.5
998000,2.25
630000,1.75
410000,1.75
602000,2.25
750000,2.75
711600,3
1.05E+06,4
700500,2.5
710000,2.5
250000,2
350000,1.75
475000,3.5
200000,1
450000,2.25
316000,2.5
310000,1
392000,1.5
521000,3.25
495000,2
209000,1.75
809950,2
400000,1.75
415000,2.5
411000,2
825000,2
436000,2.25
460000,2.5
281000,1
976000,1.5
485000,2.5
429000,2.5
729000,2.5
625000,2.5
218500,1.75
175000,1
442500,1
480000,2
715500,2.25
432500,1.75
875000,4.25
605000,2.75
1.69E+06,4
318000,2.25
311300,1
325000,2.75
795000,3.5
558000,2.25
370000,2.5
598850,2.5
515700,2.5
458000,2.5
583500,2.25
653750,2.5
299000,2.5
532000,3
819000,2.75
945000,2.25
608700,2.5
812000,2
464000,2.5
950000,2.5
700000,2.5
435000,1
229500,1.5
1.58E+06,3
265000,2.25
995000,2
590000,2.5
740000,2.75
360000,0.75
548500,2
599000,1.75
615000,1.75
292000,1.75
899000,2.5
500000,1.5
580000,2.5
580000,2.5
594000,1
500000,2.5
550000,2.5
275000,1.75
390000,2.25
1.25E+06,3
250000,2.25
405000,2.5
213950,1
232000,1.5
207000,1
310000,1.75
540000,2.5
750000,1.5
392500,2.5
305000,2.5
735000,2.5
575000,2.5
175000,1
291000,2.5
791500,2.5
475000,2
238950,1
470000,3.5
420000,1.75
440000,2.5
656000,1.75
559950,2.5
600000,2
255000,1
210750,1.5
485000,1
390000,2.5
405000,2.5
462500,1
435000,2.25
440000,2.5
299950,1.75
440000,1.5
312620,2.5
372500,1.5
297262,2.5
735000,3
430000,1.5
241000,1.75
201000,1
570000,1
538000,1.75
729000,2.5
331500,1.75
110700,1
245000,2
427000,1.75
650500,1.75
335900,1
535000,2
360000,2
294900,2.25
460000,1
1.77E+06,3.5
463000,1
332000,1.5
199500,2
247000,2
442500,2.5
600000,2
449000,2.5
725000,1
215000,1
582500,1.75
305000,2.25
734000,2.75
300000,2
525888,1.75
711000,2.5
360000,1.75
357000,2.5
235000,1.75
550000,1.75
324000,1
420000,2
450000,2.5
825000,3.5
272000,2.25
481000,2
500000,1
448000,1.5
480000,2
475000,2.5
472500,2.25
291000,2.25
294000,1
1.01E+06,2.5
442500,2.5
170000,1
1.58E+06,2.5
665000,2.25
1.61E+06,4.5
675000,1.75
279900,1.75
875000,1.5
571000,2.5
320000,1
525000,2.5
1.65E+06,2.75
137900,1.75
440000,2.25
360000,1
271000,1.5
465000,3.25
280000,2.5
283000,1
411500,1
282000,2.25
535000,2.5
554729,2.5
868000,2.5
427000,2.5
455000,1.75
595000,1.75
400000,2.5
770000,2.5
742500,2.75
1.25E+06,2.5
375000,2
1.56E+06,2.5
545000,2
1.05E+06,3.25
1.57E+06,1.75
178000,1.5
262500,1.75
730000,1.75
395000,1.75
355000,1
299990,2.5
1.13E+06,3.25
425000,2.25
349000,1
554950,1.75
326000,3
580000,1.75
699000,2.5
757000,2.75
335000,1.75
660000,2
540000,2.75
320000,2.25
280000,2.5
324000,2
300000,1
360000,1.75
600000,2.5
950000,1.75
599950,3.25
190000,1
350000,1.75
522000,1
850000,2.5
308000,1
1.02E+06,2.25
397500,1
186000,1.75
436500,3
710000,2
1.38E+06,3.25
450000,2.25
375000,2.75
315000,1
467500,1
330000,1
665000,2.5
760000,3.25
469000,1.75
408000,3
851000,2.75
410000,2
235000,1
207100,1
560000,2.5
903000,2.75
998500,1.75
268500,1.75
494950,1.75
1.13E+06,2.5
250000,2
449000,1.75
1.23E+06,2.25
325000,2
506000,3
751000,2.5
280000,2.5
1.12E+06,2.25
580000,1.75
665000,2.25
450000,2.5
389900,1
427000,1
265000,1.75
398000,1.5
354000,3.5
339950,2.5
399000,1
325000,2
998800,2
350000,2.5
1.00E+06,1.75
561000,2.5
245000,1
570000,1
845000,3
314500,2.5
650000,1.75
298000,1
500000,1
870000,2.5
299000,1
527000,2.25
420000,1
290000,2.5
1.66E+06,2.75
499990,1.75
315000,1.75
425000,2.25
630000,2.5
365000,1.75
774000,2.75
368888,1.5
339500,2.5
344950,1.75
450000,2
814950,2.75
299900,2.5
315000,2
880000,1.75
195000,1.5
910000,2.75
540000,2.5
306000,2.5
272000,2.25
1.30E+06,3.5
450000,1.75
450000,2.5
310000,1
530000,2.25
435000,2.5
485000,2
690000,1.5
305000,2.5
300000,1.75
289950,3
575000,2.5
1.82E+06,4.5
219000,1.5
265000,3
1.11E+06,3.25
200000,1
545000,2.75
378000,2.5
388000,1.75
425000,2.25
536000,1.5
1.18E+06,2.5
629950,2.5
465000,1.75
545000,2.25
592000,2.5
446000,2
375000,2.5
632500,2.5
459950,1.75
485000,2.5
255000,1
251750,2
725000,2.5
460000,3.25
625000,2.5
530000,1.75
394950,2.5
324950,1.75
330000,2.25
220000,1.75
685000,3.25
500000,2.25
368000,2.75
825000,2.25
660000,1.75
253000,1.75
392500,2.75
605000,1.75
215000,1
650000,2.5
877500,2
232500,1
234000,2
380000,1.75
420000,2.25
399950,1
256750,2.5
535000,2.5
515000,2
770000,1.75
256000,2.5
489900,1
165000,1.5
220000,1.5
575000,2.5
375000,2.5
422250,1.75
420000,1.75
608000,2.5
620000,2.25
850000,2.5
463000,2.5
750000,1.75
1.07E+06,3.25
290000,2
525000,1.75
319000,2.25
592500,4.5
350000,2.5
454900,1.75
272000,2.25
357500,1
285000,1.75
280000,2
477000,1.5
750000,2.25
595000,2.5
525000,2.25
319000,1.75
225000,2
485000,2.5
341000,1
674000,3.25
442250,2.5
591000,2.25
276000,2
394000,2.5
355000,2.5
260000,2.5
300000,2.75
310000,2.75
209000,1
344950,2
230000,2
336950,1.75
700000,2.75
230000,2
443500,2.5
471000,2.5
595000,2.25
470000,1
600000,1.75
1.38E+06,3.75
427800,1.75
445000,2
382000,1.75
577000,1.5
427000,2.5
255000,1
240000,1
1.23E+06,3.25
435000,1.75
1.45E+06,1.75
425000,3
393000,1
264950,1
746500,2.5
450000,1
229950,2
425000,1
2.56E+06,2.5
1.40E+06,3.5
753000,2.25
310000,1
395000,1
725000,2.5
295000,3
225000,1.75
1.70E+06,3.25
431000,2.25
358500,2.5
595000,1
468000,2.5
260000,1
375000,2
295000,2.5
403900,2.5
269950,1.75
640000,3.5
221000,1
255000,1.75
300000,2.5
270000,2.25
575000,1.75
246900,1.5
635000,2.5
450000,2
215000,1
785000,3.5
522500,3
150000,1.5
199950,1.75
3.00E+06,4.25
379900,2
950000,2.5
865000,2.75
785000,1.75
245700,2.25
951000,2.25
499950,1.75
257000,1.75
549000,2
1.60E+06,2.75
1.40E+06,3.75
619000,2
311000,3
600000,2.25
1.08E+06,3.5
436000,1
205000,1
514000,2.25
530000,2.5
511000,2.5
2.10E+06,1.75
370000,2.5
500000,1.75
710000,2.5
270000,1
415000,1.75
1.80E+06,4.5
236000,1.75
278000,2.5
312000,2.25
539000,2.25
498000,3
857000,3
780000,1.75
650000,2
559500,1.75
219950,1
671500,2.25
813000,2.5
182000,2.25
203700,1
740000,1.75
230000,1
128000,1
345000,1
663000,2.5
329950,2.5
1.05E+06,2.25
402300,1.75
492000,2.5
448000,2.5
273000,1
335000,1
695000,3.75
279000,1
485000,1.75
383000,2.5
490000,2.5
240000,1.5
285000,1
524950,1.5
729000,2.5
460000,1.75
687500,1.5
1.17E+06,2.75
825000,2.25
314950,2.5
470000,2
500000,1.5
313000,1.5
445000,1
300000,1.75
619500,2.5
305000,1.5
874000,2.5
477500,2
700000,2
515000,3.5
590000,2.5
205000,1.75
310000,3.25
442500,2.25
1.08E+06,3.5
530000,2.5
343500,1.75
334900,1.75
544300,1.75
370000,2.5
245000,1.75
535000,1.75
202000,1
490000,2.25
651500,1.5
270000,2.5
1.16E+06,3.5
289000,1.5
240000,1.5
790000,1.75
350000,2.25
246950,3.5
400000,1
533000,2.5
198400,1
495000,2.5
862000,2.5
870000,2.5
875000,1.75
317000,3.5
325000,2.75
615000,1.5
334950,2.5
775000,2.5
600000,2.5
565000,1.75
292500,1
825000,2.25
495000,2.5
525000,1.5
438600,1
507000,2.25
275900,1.75
1.17E+06,2.5
275000,1.75
355000,0.75
233000,2
666000,2.5
317500,2.5
420000,2
290000,2
320000,2
650000,2.5
325000,1.75
165000,1
500000,1.75
443000,1.5
213400,1.5
480000,1.75
275000,2.25
299880,2.5
499950,3.5
1.71E+06,3
550000,2.75
300000,2.5
920000,1.75
2.30E+06,3.25
620000,2.75
253500,1
978000,2.75
387500,2.5
325000,1
568000,2.5
525000,2.5
560000,2.5
394000,2.5
484950,1
1.30E+06,2.75
315000,2.5
590000,2.25
106000,1
751000,2.5
474000,1
189000,2
440500,2.5
1.02E+06,2.5
589000,2
273000,2.25
950000,3.25
277700,1.5
299900,2.25
235000,1
464000,2
281000,1.75
320000,1
282000,2
745000,1.75
245000,1.75
250000,1.75
470000,2.5
216650,3.5
440000,1
590000,2.5
935000,2.5
848000,3.5
827500,4.25
1.13E+06,3
630000,2.25
340000,1
570000,2.75
2.75E+06,4
514500,2.5
360000,1
228900,1.5
660000,2.75
647000,2.5
366000,1.75
354000,1.75
850000,3.5
496700,2.5
300000,2
390000,1
350000,2.25
561000,2.25
475000,1.75
275000,1.5
290000,1.75
199000,2.5
279900,2.5
1.66E+06,2.25
405000,2.5
615000,2.25
268000,1.75
451000,1.5
850000,2.75
1.18E+06,2.25
245000,1
450000,1.75
370350,3.5
543000,2.5
265000,2
497000,2.5
419000,2.25
545800,2.5
403000,1
195000,2
1.13E+06,2.5
255000,1.75
500000,1.5
855000,2.75
390000,2
339000,2
1.33E+06,3.5
429900,1.5
370900,1.5
457500,1
499000,2.5
225000,1
615000,1.75
455000,1.5
458000,1
580000,2.25
966000,4.5
240000,1.75
229050,1
328500,2.25
319000,1.5
650000,2
398500,2.5
250000,1
815000,2
1.07E+06,2.75
510000,2.25
156000,1.75
254500,2.75
760000,2.5
210000,2.5
349950,2.5
676000,2
475000,3.5
880000,2.75
1.21E+06,3.25
420000,1.5
607000,1
475000,1.75
395000,1.75
650000,1.75
625000,2.75
849000,3
429950,1.5
825000,2.5
505000,1
265000,1
283000,1
560000,2.75
765000,2.5
610000,2.75
589000,2.5
192500,1
3.20E+06,3.25
550000,1
460000,1.5
264500,2.25
339000,1
950000,3.5
677500,1.75
690000,2.5
312000,2.25
840000,1.75
357500,3.5
675000,1.5
515000,2.75
491234,2.5
290000,2
490000,2.5
810000,2
252000,1.5
299999,2.5
400000,2.75
530000,2
357000,2
365000,1.75
804000,2.5
808250,2
360000,2.5
240000,1.75
335000,2
380000,1.75
350000,1.75
194000,1
310000,1
315000,1.75
258950,1.75
479000,2.25
510000,1.5
400000,2
1.45E+06,3.5
680000,2
1.75E+06,3
335000,1.75
460000,2.5
440000,2.25
412250,2
185000,1.5
286500,2
422000,2.5
408000,2.25
306500,1
359900,2.5
560000,2.5
259875,1
385000,1
188000,1
1.14E+06,3.25
255000,1
1.19E+06,2.75
635200,1.75
355000,1.75
544000,2.5
402000,1.5
575000,1.5
216000,1.75
1.20E+06,3.5
850000,3.25
238000,2
625000,1.75
1.11E+06,3.25
820000,2.5
355000,2.5
495000,1.5
1.30E+06,2.5
398750,2.5
835000,2.5
705000,2.75
625000,1.5
550000,2.5
540000,1.5
519000,1
311000,2.5
305000,2.5
395000,2.75
275000,1.5
450000,3.25
324000,1
2.80E+06,3.25
565000,1
373000,1.75
613000,2
614000,2.25
595000,1.75
440000,1
425000,1.5
407000,1
472000,1.5
472000,2.5
1.25E+06,2.75
412000,1.75
717000,1
425000,1
299999,2
254000,2
178500,1
800000,1.75
420000,1
319900,1
350000,1.5
968000,2.75
491000,2
948000,2.5
900000,2.5
270000,1.75
198000,1.5
250000,1
615000,2.5
550000,2.5
190000,2.5
629000,2.25
434000,1.75
415885,1
550000,2.5
272000,0.75
665000,2.5
510000,2
530000,2
355000,1
255000,1
790000,2.75
695000,1.75
255000,2
410000,2.25
650000,2.75
675000,1.75
332888,2.5
300000,1.75
320000,1.5
342500,2.25
752875,2.5
1.73E+06,3.5
255000,0.5
244000,2.5
1.42E+06,3.25
218000,1
359000,1
840000,2.75
900000,3.75
205000,1.75
205000,2.5
500000,1.5
510000,2.5
1.14E+06,4.25
1.55E+06,2.25
210000,1.5
597500,1.75
400000,1
412000,1
299950,1.5
1.08E+06,3
422500,2.5
410000,2
1.40E+06,3.25
245000,2
720000,3
315000,1
191950,2.5
455000,2.5
523000,1.5
250000,2.25
294000,3
490000,2.25
310000,1
265000,1.5
402000,1.75
705000,2.5
589450,2.5
219950,1.5
750000,2.25
478000,1.75
170000,1
489950,2.25
1.37E+06,2.25
319950,2.5
208417,1
410000,2
590000,2.75
648000,1.75
255000,2.5
465000,2.75
622000,1.75
306000,1.75
617000,2.5
438750,1.75
1.28E+06,3
995000,3.25
1.58E+06,2.5
635000,2.75
215000,1
530000,2.5
295000,1
245000,2.25
400000,2.5
303000,2.75
330000,1.75
700000,1.75
126000,1
850000,1
405000,2
869900,4.5
485000,1.75
400000,2
299950,2.5
585000,2.5
495000,2
2.20E+06,4.5
447000,2.25
206000,1
500000,1
302500,2.5
1.25E+06,4.25
391000,1
250000,2
435000,2.5
160000,2.25
451000,3
206000,1
590000,2.75
695000,2.5
350000,1.5
1.24E+06,3.5
395000,2.25
419000,3
592350,2
855000,3.25
771000,2.5
325000,2.25
1.85E+06,3.25
545000,1.75
615000,1.75
625500,1
232000,1.5
168000,1.5
238000,1.5
260000,2.5
460000,1.75
900000,2.5
289950,1
265000,1.75
465000,2.25
370000,1.5
240000,1.5
232000,2
237502,1
1.28E+06,3.5
957000,2.25
218000,1.5
205000,1.5
350000,3.25
256000,2.5
275000,1
372000,2.5
688888,3.25
170000,1
530000,2.25
905000,3.25
365000,2.5
312000,2.5
400000,1.75
278750,2
510000,2
527700,2.25
740000,2.75
512000,2.5
362000,2.5
225000,1
491500,2.25
429950,1.75
375000,1
199400,1
364900,2.5
324950,1.5
467000,2
380000,1
250000,2.25
700000,1
206990,1
670000,1.75
315000,1
319950,2.5
419000,1.5
205000,2
335000,2.5
397000,1.75
370000,1
330000,2.25
1.79E+06,3.5
399000,2
400000,1.75
249900,2
717000,1.5
319000,2.5
635000,3
355000,1
1.60E+06,3.25
585000,1.75
320000,2
305495,1.75
240000,2
199950,2.5
1.62E+06,3.25
770000,3.5
255000,2.25
289000,2.25
494500,3
746000,2.25
385000,3
688100,2.5
870300,2.5
310000,1
500000,2.5
255000,2.25
1.48E+06,2.75
154500,1
425000,2.25
700000,2.5
410500,1
432000,2
530000,1.5
465000,2
498688,2.5
573500,1
349900,2.75
220000,1
260000,1
290000,1
615000,1.5
730000,3.5
1.95E+06,3.25
332500,2.25
650000,3.5
1.40E+06,2.5
465000,1.75
690000,3.25
289900,1.75
1.62E+06,3.5
339950,2.5
367999,2.75
380000,2.5
440000,1.75
975000,4
309500,1.5
350000,1
215000,2
254000,1
567000,1.75
402000,1
365000,1
625000,2.5
432000,1.75
335500,3
672500,1.75
336000,1
294400,2.5
541900,2.5
505000,1.75
255000,2.5
435000,2.5
636000,1.75
655000,3.5
280500,1.5
520000,1
354000,2.5
810000,2.75
400000,2.5
879900,2.75
1.29E+06,4
902500,3.5
900000,1.75
419500,2.5
685000,2
429950,2.5
464950,2.5
239900,1
406250,3.25
447000,2.5
466800,2.5
674000,2.5
525000,1
674950,2.75
374900,2.5
1.44E+06,3
559500,2.25
522500,2.5
1.13E+06,2.5
498500,2.75
571000,1
543000,2
271920,2
104950,1
485500,2.5
1.21E+06,2.75
260250,1.75
875909,2.5
455000,1.75
309000,1
229000,2.25
250000,2
600000,2
535000,2.5
571000,2.5
1.03E+06,2.75
600000,3.25
469500,2.25
1.15E+06,3
785000,1.5
872750,2.5
900000,2.75
350000,1.75
2.58E+06,3
940000,2.5
185000,1.75
850000,3.5
201000,1
499000,1.5
315000,2.5
509950,2.5
286300,2.75
590000,2.5
325000,1
625000,2.5
378000,1.5
239950,1.75
550000,2
325000,1
831000,2.5
249000,1
484000,1.75
395000,3
839900,2.5
760000,2.5
750000,1.5
3.00E+06,3.75
440000,2.5
501000,1.75
739000,4.5
685650,1.75
1.01E+06,4.5
980000,1.75
275000,1.5
319950,1.75
448500,2.25
437000,2
330000,1.5
365000,2.5
329000,1
681500,2.75
566000,2.25
897500,3
738000,2.5
185000,1.75
445000,1
175000,1.75
315000,1
445000,1.75
1.40E+06,3
832500,2.5
771150,3.5
225000,1.5
389950,2.5
435000,2.5
845000,1.75
1.30E+06,1.75
350000,2.25
250000,1.75
370000,1.5
750000,2.5
439950,1.75
395000,1.75
375000,1
263000,2.25
185000,1
500000,1
920000,2.5
936000,3.75
1.50E+06,1.75
1.10E+06,2.25
247000,2.5
289500,1
432500,2.5
680000,1.75
589000,1
756450,2
536650,1.75
540000,2.25
385000,1.75
485000,1
240000,2
415500,2
550000,2
1.26E+06,2
430000,2
415000,1.75
365000,2.5
257000,1.5
420000,2.5
338995,1.75
615000,1.75
312500,0.5
513000,2.5
857500,2.75
1.06E+06,2.75
585000,1.75
350500,2.5
215000,2
440000,2
270000,2.25
385000,0.75
688500,1.75
700000,1.75
585000,2
401000,1.5
655000,2.25
317000,1
500000,2.5
314963,1
715000,1.5
280000,2.25
531000,2.5
617000,2.5
440000,1
140000,1
661000,1.75
697000,1.75
1.20E+06,2.75
535000,2
404500,2
396500,1
450000,2.25
605000,3.25
699000,2
805000,3
156000,0.75
595000,2.5
285000,1.75
725000,2.5
216300,2.5
410000,2.75
597000,1.75
325000,1
355000,2.75
338000,1.5
210000,2.25
423000,1.75
249500,1.5
325000,2.5
257000,1.75
550000,1.75
490000,1
299000,1.5
295000,1
630000,2.5
320000,1.5
1.11E+06,2.5
398000,1
218000,1
590000,2.75
1.60E+06,3
348500,2.25
592500,2
505000,2.5
1.43E+06,4.25
502000,1
257500,2
405000,1.5
427000,1.75
290000,1.5
222000,1
315000,2.5
371000,1.5
279900,1.75
250000,1.5
599000,2.25
267300,1.75
585000,1.75
350000,1.75
506000,1.75
400000,2
151100,1
251000,1
555000,2.25
467500,1.75
479000,2.5
247000,2
299500,1
306888,1.5
675000,2.5
577000,1
219950,1.5
375000,1.5
650000,2.5
975000,3
229000,1
575000,2.5
815000,1.75
525000,1.75
471000,2.5
450000,1.75
590000,2
744000,2.5
460000,2.25
299000,2.5
231000,1
195000,1
305000,1.75
895000,1.5
1.11E+06,1.5
339000,1
885000,3.75
375000,1
367400,1.5
700000,2
667000,2.25
200000,1
552775,2.5
452000,2
418000,2.5
601500,1.75
600000,1.75
340000,2.5
310000,2.5
290000,1.75
438000,1
718000,2.75
200000,1
479900,2
400000,2.5
219950,1
300000,2.5
437000,2.25
350000,2
626000,1.75
490000,2.5
289000,2.5
595000,2.5
676000,2.25
389000,1.75
240000,2
382500,2.5
511555,2
710500,1.75
429000,2.5
170000,1.75
2.14E+06,3.25
480000,2.75
1.67E+06,3.75
225000,1
615000,1.75
438950,2.5
242000,1.75
560000,2.5
857500,1.5
685000,2.5
486000,3
749000,2.5
260000,2.5
1.02E+06,1.75
565000,1.75
355000,2
775000,2
335000,2.25
1.30E+06,4
545000,1.75
540000,1.75
687500,1.75
115000,2
227000,2
870000,2.5
1.19E+06,2.5
375000,2.5
902000,2.75
269500,1.5
570000,1
359950,1
1.45E+06,3.5
615000,2.5
250000,2
530000,2.5
474950,2
490000,2
210000,1.5
265500,1
1.46E+06,3.25
310000,2.25
324500,2.5
599000,4.75
525000,2.5
400000,1
887500,3
344000,1
525000,2.5
385000,2.25
820000,2.5
1.31E+06,3.5
549000,2.25
180000,1
589000,2.5
350000,1
197400,2
267000,2.5
480000,1.5
650000,2.5
600000,1
490000,1.75
225000,1
640000,2.25
710000,3.5
325000,2
595000,3.25
128750,1
465000,2.25
710000,1.75
605000,2.75
994000,2.5
489950,2.25
365000,1.5
359950,2
495000,2.5
255000,1.5
330000,1.75
450000,1.75
655000,2.5
485000,2.75
375000,1.75
570000,2.5
350000,2.25
550000,1
513000,2
450000,2.25
432500,1.75
432000,2.75
480000,2.25
402200,1.75
650000,1
1.20E+06,2.5
312000,2
610000,2
823000,1.75
471000,1.75
481015,2.25
1.96E+06,4.5
624000,3.25
480000,2.5
815000,1.5
1.65E+06,2.25
180000,1
156601,1.75
374950,2.5
368000,1.5
550000,2
198000,1.75
345000,1.75
1.71E+06,2.5
185900,1
950000,2.75
995000,4.5
345000,1
741000,2.75
737000,2.25
668750,2.5
575000,1.75
280000,2
583000,1.5
196000,2.25
349950,2.5
429000,1
270000,2.5
385000,4
535000,1
352500,1.75
624000,1.75
215000,1.5
870000,3
440000,2.5
518000,1.5
259500,2.25
795127,3.25
290000,1
385000,3
259950,1
330000,2.5
280000,1
595000,2.5
925900,3.75
499000,2.25
325000,2.5
895000,2.5
162248,1
1.07E+06,2.25
430000,1.5
615500,1.5
260000,1
295000,2
1.19E+06,1.75
