price,sqft_lot
565000,7210
406500,10080
420000,11500
965000,5559
1.38E+06,9523
353950,7969
847700,10260
185000,6700
269000,6000
422800,8400
379950,7500
525000,7800
810000,209523
209950,8400
439950,1613
554820,12905
359000,4500
242500,5870
330000,9417
740000,44374
630000,4800
750000,7800
695000,6540
109000,6900
389000,10075
447000,2700
1.20E+06,13310
315000,12000
640000,8244
570000,9246
495000,208216
449500,7488
1.08E+06,5000
294950,7868
170500,13939
312000,7620
350000,15484
690000,8448
375000,9427
575000,47044
646000,8500
239950,4800
400000,7525
455000,94089
240000,8069
3.40E+06,11765
695000,4080
304950,6720
650000,2310
402500,2211
482000,7307
655000,4480
577000,5000
350000,5996
415000,8000
396400,215186
654300,8582
774950,179419
855000,10800
1.15E+06,4000
330000,1546
290000,10950
519500,19454
450000,12600
3.12E+06,56609
265000,9450
359000,7883
2.00E+06,4500
1.05E+06,48037
402500,2280
450000,5445
262500,8086
285000,7200
290000,4861
752500,6230
820000,13515
292000,2740
213000,6089
400000,7035
202000,5650
484000,23244
617450,14398
250000,8000
405000,10000
325000,8750
301350,7440
425000,7800
460000,6360
938000,10940
348000,8867
435000,4080
227950,11430
425000,5880
550000,4064
347500,7053
397000,6000
410000,11875
780000,6776
1.35E+06,5164
476000,3070
390000,16552
226500,7000
495000,2550
1.50E+06,11500
385000,5950
535950,5344
910000,32430
465000,4000
495000,11787
250000,5404
1.23E+06,6906
400000,8941
715000,13521
342000,7757
420000,8400
148226,7360
313000,10369
150000,8220
150000,10270
230000,9435
389100,5400
645000,8720
310000,6500
351358,1189
1.70E+06,9360
1.57E+06,323215
850000,3600
470000,14023
770000,1900
366000,11440
545000,7184
205000,8800
405000,8155
467000,7210
392500,4125
901000,18400
500000,7199
384950,3690
1.70E+06,336283
245000,6120
1.17E+06,10487
184500,3640
269000,5000
570000,3296
850000,11914
209000,5200
327000,5100
369500,9957
440000,8025
947500,12329
510000,4500
385000,10318
370000,9920
660000,4500
729000,308080
440000,11880
445000,81892
460000,12092
516000,7304
343888,5607
500000,9886
465000,6450
302000,7813
195000,7861
640000,8925
502000,8122
360000,3851
290500,3000
248000,5883
433000,7568
480000,4200
410000,5000
309950,5000
253000,7372
280000,11800
440000,8925
333000,8936
759950,23790
345000,9000
350000,5831
198000,14200
730000,11294
266200,9600
1.06E+06,10160
95000,20450
430000,12731
650000,9731
379900,5071
325000,1222
455000,8449
392000,3797
373000,7811
951250,8227
502000,14350
362500,40588
525000,3500
580000,11680
278000,9425
422500,4800
783200,5400
715000,6628
472217,2212
244615,4030
385000,14288
549995,6600
959900,15151
510000,7200
367000,12669
375000,8410
500000,1334
489000,1334
340000,700
562000,5978
489950,7478
652000,9600
472000,7090
333000,9244
560000,7350
799000,20107
860000,9200
449500,55931
692500,11500
925000,11400
267500,2856
396800,6018
220000,8058
892500,56192
455500,10311
743000,11250
338000,17925
332000,13115
563225,4000
1.15E+06,20609
645000,5000
739000,16000
435000,13446
995000,3800
520000,7357
400000,180263
440000,7641
440000,6010
738000,3900
250000,9848
338150,8580
425000,7371
883000,54450
510000,266151
950000,21303
435000,9656
415000,10226
439000,944
295832,6400
285000,9514
350000,5003
489000,972
304500,6930
288000,7313
417000,9512
615000,991
730000,4857
178500,3447
300000,9600
415000,8518
452500,15695
1.01E+06,15877
653000,7000
715000,5649
541000,4080
245000,7547
547000,10038
750000,12408
575000,12375
216000,8670
443000,4579
257700,6202
278000,9440
300000,3691
269100,7904
402500,10752
306888,7719
795000,14210
525000,5573
1.05E+06,12076
452000,6000
350000,5401
410000,6180
595000,3600
499000,4851
340000,7555
1.07E+06,7947
460000,52983
345000,5899
280500,7566
704000,6120
545000,40173
335000,7584
1.33E+06,7920
420000,8000
705000,5050
274900,10528
499950,3345
415250,7550
222000,7520
375000,42247
300000,5707
456700,8879
925500,5200
375000,15598
420000,15375
575000,7301
335000,1951
428000,7200
655000,34238
738000,4896
415000,3748
392000,6125
555000,4600
260000,2677
392500,10500
912000,17313
135000,7609
500000,77536
238000,7488
251000,5974
406500,5319
433495,10925
265000,6071
360000,7260
425000,12485
450000,11205
449900,8266
345000,5875
612500,35346
317000,7650
585000,3880
455000,14292
1.04E+06,51908
497000,3463
226750,6315
385000,7102
205000,5025
745000,13093
371000,4770
545000,8504
443000,5460
287000,6350
194000,7577
265000,7650
1.14E+06,10004
699950,12793
433000,7000
200000,2693
289571,25160
440000,11034
400000,8360
589000,15000
850000,97661
520000,3000
555000,1248
470000,5082
207000,1158
379750,9650
709000,4600
240000,9864
445500,10497
1.31E+06,7863
210000,10125
603000,5895
720000,10012
92000,5500
600000,5000
725000,13950
409950,10300
515000,7167
495000,11640
998000,10200
630000,8767
410000,7480
602000,11580
750000,10232
711600,9316
1.05E+06,8709
700500,35265
710000,18618
250000,13085
350000,8400
475000,29699
200000,7200
450000,7000
316000,4641
310000,4920
392000,11975
521000,1254
495000,7110
209000,8084
809950,9900
400000,224769
415000,7292
411000,76665
825000,3600
436000,1384
460000,8331
281000,5782
976000,7680
485000,10364
429000,9240
729000,7428
625000,4757
218500,9328
175000,8395
442500,8200
480000,3000
715500,9668
432500,7350
875000,18741
605000,13332
1.69E+06,12941
318000,12662
311300,7228
325000,7904
795000,3705
558000,10358
370000,18645
598850,7245
515700,9722
458000,5013
583500,13000
653750,4166
299000,4725
532000,57499
819000,13391
945000,9000
608700,9696
812000,6122
464000,8970
950000,35081
700000,4297
435000,4219
229500,14400
1.58E+06,22672
265000,13439
995000,64468
590000,9380
740000,17833
360000,7710
548500,7200
599000,4788
615000,20820
292000,6600
899000,30649
500000,6500
580000,11550
580000,6268
594000,5000
500000,7600
550000,8056
275000,6260
390000,7420
1.25E+06,8500
250000,15340
405000,5400
213950,7000
232000,11340
207000,10800
310000,30346
540000,5000
750000,4000
392500,7303
305000,12220
735000,9157
575000,6137
175000,5000
291000,6633
791500,8970
475000,9659
238950,11400
470000,1257
420000,15324
440000,7605
656000,4300
559950,4310
600000,5416
255000,12000
210750,7076
485000,2560
390000,8076
405000,12600
462500,4500
435000,14073
440000,5434
299950,7650
440000,1024
312620,11877
372500,12324
297262,8076
735000,7245
430000,5034
241000,9750
201000,9750
570000,4000
538000,9600
729000,4244
331500,14756
110700,8064
245000,8448
427000,7111
650500,5940
335900,7440
535000,5133
360000,2400
294900,8100
460000,5934
1.77E+06,38900
463000,4400
332000,43560
199500,8116
247000,8116
442500,14024
600000,237402
449000,3827
725000,4500
215000,7900
582500,6549
305000,9371
734000,7650
300000,10072
525888,71874
711000,4400
360000,12282
357000,12350
235000,9266
550000,9720
324000,7202
420000,9239
450000,7693
825000,6770
272000,6234
481000,15653
500000,3400
448000,3780
480000,4220
475000,2890
472500,2383
291000,7616
294000,5250
1.01E+06,12688
442500,3129
170000,8424
1.58E+06,16304
665000,6000
1.61E+06,142725
675000,5000
279900,10000
875000,3245
571000,3867
320000,5060
525000,35021
1.65E+06,20666
137900,5082
440000,57063
360000,3870
271000,9576
465000,23326
280000,4596
283000,6350
411500,7208
282000,7548
535000,1499
554729,4350
868000,4350
427000,65340
455000,6000
595000,8500
400000,5240
770000,12415
742500,3773
1.25E+06,15600
375000,13775
1.56E+06,17853
545000,22880
1.05E+06,16625
1.57E+06,8500
178000,11163
262500,10390
730000,5000
395000,10453
355000,6650
299990,8541
1.13E+06,422096
425000,11200
349000,7552
554950,4816
326000,8064
580000,6975
699000,18455
757000,11290
335000,7920
660000,28500
540000,7334
320000,8625
280000,7918
324000,10931
300000,7735
360000,10000
600000,10153
950000,92347
599950,1804
190000,7920
350000,9002
522000,4600
850000,10809
308000,8800
1.02E+06,5000
397500,5100
186000,7967
436500,12429
710000,4923
1.38E+06,6360
450000,10682
375000,5240
315000,14659
467500,4165
330000,7316
665000,54450
760000,3889
469000,800
408000,1473
851000,10350
410000,3926
235000,10500
207100,4500
560000,16360
903000,12786
998500,4800
268500,13600
494950,33000
1.13E+06,11200
250000,12096
449000,54450
1.23E+06,7700
325000,7700
506000,8000
751000,6538
280000,22326
1.12E+06,60373
580000,81021
665000,5300
450000,8515
389900,117176
427000,5252
265000,12618
398000,2996
354000,4500
339950,6086
399000,4000
325000,5000
998800,8000
350000,2248
1.00E+06,11436
561000,5277
245000,6685
570000,6685
845000,4000
314500,9600
650000,9370
298000,5000
500000,3200
870000,12248
299000,6732
527000,6450
420000,7638
290000,8764
1.66E+06,19200
499990,9334
315000,4000
425000,26266
630000,46609
365000,7205
774000,7000
368888,12186
339500,7862
344950,7500
450000,17688
814950,6626
299900,5730
315000,7828
880000,9000
195000,5200
910000,8279
540000,10189
306000,5874
272000,7600
1.30E+06,8504
450000,9258
450000,12793
310000,11075
530000,11285
435000,10125
485000,11222
690000,4000
305000,4000
300000,7000
289950,5050
575000,9600
1.82E+06,53330
219000,9600
265000,8170
1.11E+06,5000
200000,7590
545000,8480
378000,8404
388000,4800
425000,8384
536000,746
1.18E+06,23180
629950,1620
465000,5350
545000,40510
592000,11165
446000,43692
375000,816
632500,7096
459950,9747
485000,35073
255000,11330
251750,7200
725000,6300
460000,1194
625000,6341
530000,6760
394950,8172
324950,9240
330000,1985
220000,8171
685000,11070
500000,7680
368000,9426
825000,7975
660000,2774
253000,7416
392500,19923
605000,5400
215000,10384
650000,15000
877500,8000
232500,8450
234000,3624
380000,104108
420000,64033
399950,9600
256750,8991
535000,9626
515000,2738
770000,8442
256000,5113
489900,8910
165000,7200
220000,7742
575000,20793
375000,5725
422250,7145
420000,9600
608000,7140
620000,4000
850000,12406
463000,9928
750000,13290
1.07E+06,13264
290000,6498
525000,5959
319000,2980
592500,8504
350000,14298
454900,9775
272000,9018
357500,10125
285000,5000
280000,6861
477000,7800
750000,168000
595000,3125
525000,2850
319000,53400
225000,5665
485000,10603
341000,4814
674000,6744
442250,8169
591000,38180
276000,8928
394000,4400
355000,3192
260000,14850
300000,9620
310000,9620
209000,6900
344950,7419
230000,7200
336950,7680
700000,7378
230000,7332
443500,21781
471000,21781
595000,16301
470000,4914
600000,7800
1.38E+06,9525
427800,13241
445000,8395
382000,7679
577000,20251
427000,108464
255000,8206
240000,10000
1.23E+06,6551
435000,7200
1.45E+06,13529
425000,5502
393000,4200
264950,7500
746500,9699
450000,8100
229950,7466
425000,4000
2.56E+06,26211
1.40E+06,66613
753000,9047
310000,5750
395000,6014
725000,28703
295000,7650
225000,8820
1.70E+06,35153
431000,8831
358500,8057
595000,3600
468000,20682
260000,8100
375000,7300
295000,4200
403900,8909
269950,12823
640000,1975
221000,8789
255000,7532
300000,4469
270000,7410
575000,5750
246900,9800
635000,1132
450000,67756
215000,7500
785000,21870
522500,8154
150000,1934
199950,18537
3.00E+06,12445
379900,44967
950000,7051
865000,5150
785000,9600
245700,8400
951000,12825
499950,3500
257000,36537
549000,3600
1.60E+06,21052
1.40E+06,7920
619000,3000
311000,5917
600000,7781
1.08E+06,5267
436000,6600
205000,8000
514000,54014
530000,2983
511000,6983
2.10E+06,19865
370000,5460
500000,6000
710000,129808
270000,5196
415000,8400
1.80E+06,15580
236000,8976
278000,2229
312000,5338
539000,5338
498000,2750
857000,29043
780000,13500
650000,5000
559500,7088
219950,6448
671500,8410
813000,52707
182000,8875
203700,2500
740000,3600
230000,17965
128000,11117
345000,6628
663000,6246
329950,8085
1.05E+06,7005
402300,4050
492000,16164
448000,5000
273000,7800
335000,7200
695000,3600
279000,7903
485000,2700
383000,10580
490000,37451
240000,1263
285000,7250
524950,24539
729000,27081
460000,8250
687500,2114
1.17E+06,15118
825000,10050
314950,6359
470000,12669
500000,8815
313000,7260
445000,3840
300000,8750
619500,5077
305000,5240
874000,941
477500,5146
700000,4500
515000,5222
590000,9385
205000,8239
310000,9302
442500,7280
1.08E+06,41458
530000,46609
343500,6204
334900,4066
544300,9000
370000,4050
245000,6908
535000,3250
202000,6550
490000,4960
651500,3075
270000,8056
1.16E+06,8072
289000,1309
240000,13503
790000,6117
350000,9621
246950,1682
400000,6000
533000,6394
198400,8645
495000,8547
862000,14565
870000,14565
875000,9726
317000,5840
325000,6838
615000,5000
334950,7846
775000,7807
600000,9135
565000,2218
292500,5026
825000,10418
495000,156816
525000,4773
438600,2500
507000,8158
275900,8400
1.17E+06,6251
275000,6000
355000,3060
233000,9579
666000,5000
317500,9000
420000,10319
290000,8800
320000,10758
650000,5284
325000,7171
165000,5000
500000,16194
443000,12197
213400,8686
480000,9380
275000,7233
299880,3044
499950,1501
1.71E+06,17100
550000,9460
300000,7476
920000,4000
2.30E+06,15929
620000,3060
253500,20400
978000,13777
387500,9856
325000,6906
568000,1308
525000,7754
560000,12708
394000,4075
484950,4956
1.30E+06,12690
315000,2767
590000,32496
106000,5700
751000,9528
474000,3500
189000,3171
440500,3172
1.02E+06,2216
589000,4667
273000,7651
950000,18892
277700,1055
299900,8163
235000,15603
464000,4800
281000,9826
320000,8870
282000,6302
745000,8900
245000,3900
250000,3900
470000,2374
216650,1077
440000,8412
590000,7972
935000,35283
848000,5717
827500,5823
1.13E+06,3192
630000,5663
340000,9022
570000,10918
2.75E+06,5575
514500,9614
360000,12625
228900,8775
660000,4000
647000,5800
366000,8625
354000,7986
850000,5900
496700,5782
300000,8300
390000,8075
350000,7200
561000,7200
475000,10065
275000,1174
290000,13500
199000,6725
279900,4338
1.66E+06,5500
405000,10200
615000,15860
268000,12543
451000,5444
850000,9854
1.18E+06,16553
245000,6150
450000,3340
370350,1168
543000,1256
265000,8975
497000,4611
419000,9727
545800,4500
403000,10730
195000,8235
1.13E+06,2600
255000,8925
500000,8040
855000,5390
390000,9200
339000,8470
1.33E+06,3672
429900,17918
370900,8560
457500,7636
499000,2601
225000,11500
615000,4000
455000,1146
458000,7500
580000,7416
966000,8019
240000,10332
229050,3298
328500,1407
319000,10100
650000,5000
398500,1971
250000,16306
815000,11989
1.07E+06,5002
510000,219542
156000,6138
254500,7264
760000,15020
210000,6732
349950,7715
676000,6784
475000,3052
880000,4392
1.21E+06,26162
420000,5000
607000,8114
475000,19283
395000,2500
650000,10454
625000,85377
849000,42159
429950,9480
825000,5260
505000,5000
265000,2828
283000,8400
560000,7500
765000,13636
610000,31411
589000,4799
192500,8580
3.20E+06,13363
550000,6120
460000,3760
264500,11385
339000,2496
950000,4200
677500,9718
690000,8120
312000,7452
840000,11617
357500,5100
675000,6480
515000,11441
491234,1860
290000,6265
490000,7820
810000,10424
252000,13200
299999,9719
400000,5000
530000,6000
357000,53882
365000,5555
804000,5060
808250,2640
360000,7289
240000,10956
335000,5840
380000,8775
350000,250470
194000,7955
310000,7194
315000,15134
258950,8050
479000,932
510000,9750
400000,6875
1.45E+06,38012
680000,5000
1.75E+06,5760
335000,9417
460000,9760
440000,8119
412250,2983
185000,4031
286500,8140
422000,6691
408000,35362
306500,19988
359900,5188
560000,6058
259875,21303
385000,21303
188000,16345
1.14E+06,5801
255000,10094
1.19E+06,8622
635200,4240
355000,8250
544000,1755
402000,3145
575000,4163
216000,9705
1.20E+06,9748
850000,6744
238000,1204
625000,4431
1.11E+06,4000
820000,5503
355000,5290
495000,7998
1.30E+06,33310
398750,4000
835000,7784
705000,10579
625000,5000
550000,6926
540000,5085
519000,2820
311000,8734
305000,7000
395000,35070
275000,6923
450000,1863
324000,6000
2.80E+06,12793
565000,2452
373000,7920
613000,1890
614000,9996
595000,8989
440000,12086
425000,12412
407000,6380
472000,9038
472000,1262
1.25E+06,28300
412000,5752
717000,5000
425000,7076
299999,7200
254000,7694
178500,10511
800000,3600
420000,5623
319900,9251
350000,7552
968000,17580
491000,1306
948000,9824
900000,9577
270000,9800
198000,7347
250000,21158
615000,3720
550000,7749
190000,3438
629000,11171
434000,8301
415885,4163
550000,3035
272000,6034
665000,35000
510000,7405
530000,17700
355000,16000
255000,9102
790000,9000
695000,9335
255000,8400
410000,5794
650000,16532
675000,3615
332888,1029
300000,6900
320000,11824
342500,10726
752875,72309
1.73E+06,26540
255000,1642
244000,9337
1.42E+06,11438
218000,12812
359000,10617
840000,13559
900000,226076
205000,65340
205000,7295
500000,5432
510000,5405
1.14E+06,244716
1.55E+06,3000
210000,61014
597500,32565
400000,101529
412000,6992
299950,1756
1.08E+06,4325
422500,8824
410000,10227
1.40E+06,7000
245000,8000
720000,12327
315000,7200
191950,1302
455000,5001
523000,3135
250000,4420
294000,4120
490000,6000
310000,5750
265000,10489
402000,10500
705000,188200
589450,7941
219950,8404
750000,5301
478000,6000
170000,7015
489950,31941
1.37E+06,16940
319950,7000
208417,4200
410000,5100
590000,4205
648000,10229
255000,6194
465000,3267
622000,10714
306000,9800
617000,5500
438750,6480
1.28E+06,4500
995000,8029
1.58E+06,74487
635000,5500
215000,9000
530000,1090
295000,4125
245000,6775
400000,17112
303000,8820
330000,9675
700000,13000
126000,4400
850000,35802
405000,7425
869900,4400
485000,6775
400000,1173
299950,4650
585000,9099
495000,5413
2.20E+06,17168
447000,14080
206000,9239
500000,4600
302500,5511
1.25E+06,13000
391000,5423
250000,5457
435000,5350
160000,14722
451000,6508
206000,7158
590000,5400
695000,17622
350000,40752
1.24E+06,4628
395000,11200
419000,9652
592350,4665
855000,5669
771000,7200
325000,43350
1.85E+06,6060
545000,6731
615000,5175
625500,7439
232000,15000
168000,7439
238000,7439
260000,7401
460000,7500
900000,11535
289950,8280
265000,5858
465000,20349
370000,7201
240000,9880
232000,5911
237502,7560
1.28E+06,5500
957000,11545
218000,4875
205000,8366
350000,1592
256000,5787
275000,7654
372000,9604
688888,9825
170000,24792
530000,7910
905000,7661
365000,5070
312000,10584
400000,7680
278750,5765
510000,11995
527700,806
740000,4000
512000,17209
362000,8216
225000,6600
491500,4322
429950,10230
375000,9800
199400,4000
364900,9346
324950,7560
467000,4000
380000,5400
250000,10850
700000,4021
206990,9620
670000,3400
315000,6969
319950,7500
419000,8272
205000,11419
335000,4745
397000,5100
370000,2020
330000,9920
1.79E+06,14300
399000,16300
400000,189486
249900,6404
717000,3880
319000,8336
635000,3800
355000,7573
1.60E+06,32840
585000,12519
320000,7800
305495,10200
240000,14690
199950,8750
1.62E+06,8114
770000,21744
255000,3179
289000,8925
494500,8804
746000,9619
385000,13000
688100,10513
870300,3150
310000,8474
500000,5654
255000,7770
1.48E+06,7080
154500,9465
425000,8058
700000,7491
410500,3943
432000,7080
530000,4080
465000,8640
498688,5600
573500,21450
349900,13474
220000,12519
260000,6771
290000,4000
615000,3240
730000,5638
1.95E+06,167869
332500,10500
650000,10120
1.40E+06,7800
465000,7194
690000,11820
289900,7004
1.62E+06,4000
339950,4286
367999,8000
380000,10079
440000,17100
975000,36450
309500,13560
350000,8201
215000,2521
254000,6000
567000,4275
402000,1173
365000,80150
625000,8408
432000,5160
335500,19090
672500,5940
336000,4310
294400,10183
541900,3054
505000,11400
255000,6176
435000,11970
636000,3600
655000,33106
280500,6988
520000,6141
354000,5476
810000,17654
400000,42884
879900,12000
1.29E+06,11358
902500,23522
900000,8400
419500,7200
685000,6000
429950,4524
464950,6000
239900,9000
406250,11524
447000,8027
466800,14250
674000,11560
525000,3200
674950,92347
374900,4950
1.44E+06,5000
559500,9250
522500,7875
1.13E+06,28008
498500,7420
571000,4000
543000,217800
271920,10248
104950,8254
485500,4500
1.21E+06,6982
260250,8357
875909,13292
455000,94525
309000,7500
229000,7688
250000,7900
600000,38141
535000,65836
571000,5186
1.03E+06,16920
600000,14930
469500,12000
1.15E+06,13170
785000,4000
872750,13695
900000,10214
350000,6620
2.58E+06,20440
940000,39960
185000,27810
850000,37122
201000,15273
499000,6549
315000,5190
509950,4668
286300,6405
590000,8325
325000,9384
625000,27806
378000,6914
239950,6900
550000,4500
325000,6180
831000,3905
249000,10296
484000,16730
395000,6278
839900,7462
760000,11000
750000,3300
3.00E+06,11265
440000,5800
501000,7523
739000,7500
685650,16200
1.01E+06,284011
980000,4000
275000,7184
319950,8045
448500,7943
437000,137565
330000,9448
365000,7700
329000,7700
681500,11700
566000,10140
897500,217882
738000,9112
185000,7800
445000,7200
175000,4920
315000,8556
445000,7400
1.40E+06,14990
832500,35100
771150,12320
225000,12559
389950,6396
435000,6082
845000,2538
1.30E+06,5500
350000,1796
250000,10400
370000,2096
750000,4553
439950,3000
395000,10219
375000,6820
263000,7748
185000,9198
500000,54315
920000,10045
936000,21802
1.50E+06,12757
1.10E+06,7200
247000,10875
289500,5525
432500,6396
680000,4320
589000,6000
756450,8400
536650,8910
540000,1800
385000,3850
485000,6120
240000,17652
415500,17652
550000,2688
1.26E+06,5400
430000,213008
415000,4257
365000,8200
257000,8500
420000,3821
338995,9450
615000,8280
312500,5570
513000,5684
857500,5040
1.06E+06,22343
585000,9500
350500,4950
215000,9312
440000,8400
270000,7800
385000,7020
688500,4125
700000,4905
585000,14467
401000,2625
655000,7725
317000,5400
500000,8155
314963,6350
715000,5060
280000,9600
531000,9736
617000,4488
440000,7560
140000,10114
661000,13125
697000,13125
1.20E+06,13297
535000,3515
404500,3060
396500,5110
450000,9488
605000,2400
699000,4320
805000,19023
156000,15000
595000,7064
285000,7200
725000,6055
216300,5000
410000,8450
597000,4600
325000,9300
355000,9375
338000,8215
210000,5393
423000,9000
249500,8554
325000,5105
257000,8223
550000,100623
490000,9638
299000,3838
295000,39639
630000,14463
320000,8474
1.11E+06,8640
398000,6458
218000,7874
590000,104108
1.60E+06,8239
348500,1824
592500,4751
505000,5957
1.43E+06,3600
502000,5000
257500,9265
405000,7500
427000,5111
290000,9997
222000,7695
315000,6097
371000,4500
279900,6620
250000,23522
599000,29930
267300,93218
585000,7200
350000,8268
506000,7700
400000,210830
151100,4495
251000,4495
555000,8140
467500,273556
479000,30378
247000,9350
299500,10875
306888,8970
675000,244807
577000,5265
219950,9936
375000,5500
650000,6820
975000,5000
229000,3720
575000,4000
815000,14880
525000,43560
471000,2805
450000,4333
590000,6150
744000,7260
460000,36114
299000,9389
231000,5120
195000,9600
305000,11500
895000,6200
1.11E+06,13300
339000,7954
885000,3520
375000,5236
367400,7400
700000,5398
667000,10360
200000,5250
552775,18414
452000,148975
418000,16050
601500,10128
600000,39639
340000,6481
310000,6752
290000,18000
438000,9255
718000,4408
200000,6600
479900,12150
400000,7877
219950,10042
300000,3381
437000,8775
350000,7210
626000,9293
490000,12032
289000,4700
595000,5100
676000,41804
389000,8028
240000,5000
382500,7079
511555,7293
710500,4125
429000,49928
170000,7500
2.14E+06,17820
480000,7200
1.67E+06,8395
225000,6535
615000,7224
438950,385506
242000,9856
560000,9686
857500,3960
685000,7864
486000,7336
749000,10338
260000,6298
1.02E+06,8502
565000,5111
355000,2502
775000,9970
335000,7305
1.30E+06,7800
545000,3000
540000,4240
687500,9377
115000,9812
227000,9812
870000,7621
1.19E+06,12164
375000,5000
902000,7200
269500,7276
570000,4750
359950,7590
1.45E+06,8301
615000,3427
250000,8701
530000,6788
474950,222156
490000,6480
210000,1157
265500,9225
1.46E+06,4800
310000,12128
324500,4108
599000,11000
525000,9958
400000,10304
887500,54977
344000,3325
525000,7434
385000,8000
820000,8633
1.31E+06,5000
549000,59800
180000,6771
589000,5776
350000,5518
197400,7575
267000,6477
480000,20281
650000,9450
600000,5000
490000,6265
225000,7700
640000,10115
710000,3427
325000,11805
595000,28001
128750,7004
465000,7300
710000,7625
605000,6000
994000,20445
489950,7326
365000,8160
359950,7212
495000,4774
255000,9039
330000,10276
450000,8394
655000,11306
485000,16362
375000,15909
570000,4534
350000,1022
550000,6000
513000,8652
450000,7320
432500,1856
432000,329903
480000,8892
402200,6980
650000,10227
1.20E+06,13044
312000,13250
610000,5821
823000,7722
471000,3750
481015,5511
1.96E+06,23373
624000,11250
480000,7966
815000,8671
1.65E+06,20400
180000,18513
156601,9750
374950,4650
368000,4680
550000,3952
198000,6318
345000,7200
1.71E+06,6572
185900,10890
950000,18029
995000,13551
345000,8250
741000,10125
737000,9772
668750,6420
575000,8625
280000,5440
583000,10050
196000,9600
349950,7496
429000,3333
270000,10320
385000,7416
535000,5000
352500,10269
624000,5200
215000,7958
870000,21780
440000,8256
518000,1149
259500,7589
795127,91158
290000,9000
385000,7700
259950,6542
330000,2915
280000,7480
595000,20011
925900,7828
499000,9600
325000,7762
895000,20875
162248,8960
1.07E+06,21480
430000,5080
615500,5080
260000,5650
295000,42981
1.19E+06,6117
749950,2971
175000,5080
415000,5080
190000,8316
625000,3264
420000,21010
339900,9210
160000,23030
353000,5331
390000,14183
675000,9858
400000,3757
1.34E+06,5040
1.65E+06,11904
1.00E+06,9450
850000,28324
275000,6954
450000,2589
305000,12731
643002,3744
468000,4500
324950,5000
290000,7346
488500,10959
367950,8234
285000,6555
417000,52889
1.12E+06,31931
1.55E+06,17677
604000,33151
380000,8102
336500,5264
685000,6000
4.21E+06,21540
670000,16868
524000,2000
172000,10260
680000,3000
549900,213879
357000,49428
107000,5120
232900,5120
800000,3302
248500,1498
670000,6420
207000,21275
164000,8250
570500,1800
599990,9162
395000,9599
979500,361548
207000,5546
237000,5546
650100,60872
385000,7350
335000,11437
347000,10026
204000,8000
615000,10260
943500,10890
560000,7333
547500,7254
359500,7210
660000,35640
258000,7540
355000,22693
253500,4800
422500,8920
239000,2052
628000,8521
352000,1957
311600,1196
235000,7245
870000,9525
190848,7904
570000,5080
661254,6250
575000,5000
230000,5360
680000,9914
148000,8261
244900,8261
214950,6600
580000,6250
263000,7885
317000,11375
302000,13500
899000,6978
1.29E+06,11394
710000,136915
230000,9310
430000,5200
1.17E+06,13252
397000,6380
595000,8300
485000,10089
755000,24300
185000,8100
340000,8100
236000,5827
550000,7549
680000,5720
630000,8706
560000,3477
385000,6600
280000,1141
225000,7490
610000,29110
592500,6750
750000,7634
164000,4875
320000,8281
544000,3974
344950,7500
539500,12476
420000,60548
305000,22725
229000,5100
1.07E+06,9938
397500,1383
540000,8402
650000,10186
1.90E+06,13237
649000,280962
287500,67953
815000,4743
795000,8630
502775,9840
222900,6411
399950,64694
728000,13684
850000,65556
525000,17856
257000,7850
433500,3360
314950,9623
500000,14633
300000,8911
645000,18653
222500,10125
275000,8099
498000,6570
800000,75794
297000,8234
625000,6000
770000,6187
517000,4635
238000,6350
234550,15375
230500,7245
585000,16777
733000,3876
357950,3880
530000,3680
377500,10720
475000,10046
399000,73616
660000,5750
400000,10488
440000,4850
366400,14383
627250,10677
375950,7560
162000,6750
780000,2600
705000,4316
450000,15233
311000,7880
485000,6065
485000,11034
725000,6000
185000,17040
1.89E+06,9345
260000,7423
356000,5074
225205,7220
445000,8910
356000,4095
760250,8250
572000,5143
970000,9950
348450,8628
535500,40250
710000,9600
745000,9800
355000,8265
333000,5505
282000,6000
840500,5400
432000,8134
625000,4800
209977,6134
174000,13531
740000,8540
518000,4500
539000,3225
575000,9600
530000,976
242025,54014
1.03E+06,11200
230000,7500
350000,7500
595000,11520
440000,6829
550000,6000
940000,5940
375000,1751
567500,4592
735000,50800
114000,5200
608000,3600
442500,47419
381800,5250
330000,3978
90000,2640
312000,8625
339000,8100
313000,8000
618080,6500
325000,8755
242000,7620
364000,7311
545000,5750
445000,16173
1.09E+06,10830
660000,10000
845000,35610
417000,4000
213800,5200
400000,6200
759950,7560
990000,5930
710000,10250
315000,4600
515000,14810
638000,3729
370000,8100
184000,14850
583800,6600
309500,7320
1.96E+06,31353
299000,5000
215000,7200
410000,10500
478000,6000
431000,6500
635000,35430
648000,12000
640000,11172
932808,6705
835000,6815
469775,7020
587000,52595
677915,3600
1.08E+06,9200
671000,5700
695000,9780
205000,13320
350000,7200
360000,7930
313999,4198
300000,7225
452000,11747
495500,57934
288000,40500
227490,7194
470950,16420
735000,4187
730000,4400
412000,7000
589500,6326
291000,8636
1.30E+06,7680
190000,10458
456200,7733
225000,8470
2.00E+06,21064
740000,15091
467000,5511
385000,7554
670000,4763
500000,5760
352450,6000
669888,7591
405000,7300
518000,8000
280000,6288
435000,2375
314950,9732
209900,3003
